,Número REDS,Qtde Veículos,Natureza Principal Completa,Ano Fato,Mês Fato Resumido,Mês Numérico Fato,Data Fato,Dia da Semana Fato,Horário Fato,Faixa 1 Hora Fato,Faixa 6 Horas Fato,Tipo Veículo,Alvo Corrigido,Situação Veículo,Causa Presumida,Descrição Meio Utilizado,Descrição Grupo Local Imediato,Descrição Local Imediato,Logradouro Ocorrência - Tipo,Bairro,Bairro Não Cadastrado,Bairro - FATO FINAL,Bairro - FATO FINAL - Municipio ,Município,Município - Código,UF - Sigla,RISP ,RMBH
132616,2019-027615346-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,12/06/2019,QUARTA-FEIRA,00:21:07,De 00:00 as 00:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRAJAU,,GRAJAU,"GRAJAU, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132674,2019-027752300-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,12/06/2019,QUARTA-FEIRA,18:05:20,De 18:00 as 18:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MANOEL HONORIO,,MANOEL HONORIO,"MANOEL HONORIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132676,2019-027755253-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,12/06/2019,QUARTA-FEIRA,17:50:00,De 17:00 as 17:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOVA ERA,,NOVA ERA,"NOVA ERA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132679,2019-027772291-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,12/06/2019,QUARTA-FEIRA,19:51:23,De 19:00 as 19:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA HELENA,,SANTA HELENA,"SANTA HELENA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132693,2019-027816096-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,13/06/2019,QUINTA-FEIRA,03:04:50,De 03:00 as 03:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,LADEIRA,,LADEIRA,"LADEIRA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132733,2019-027914720-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,13/06/2019,QUINTA-FEIRA,15:26:03,De 15:00 as 15:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,BARBOSA LAGE,,BARBOSA LAGE,"BARBOSA LAGE, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132771,2019-028025234-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,14/06/2019,SEXTA-FEIRA,07:00:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,TRAVESSA,SANTA HELENA,,SANTA HELENA,"SANTA HELENA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132779,2019-028033650-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,14/06/2019,SEXTA-FEIRA,08:49:12,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA CATARINA,,SANTA CATARINA,"SANTA CATARINA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132781,2019-028036009-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,14/06/2019,SEXTA-FEIRA,07:34:10,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA HELENA,,SANTA HELENA,"SANTA HELENA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132803,2019-028100343-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,14/06/2019,SEXTA-FEIRA,10:09:01,De 10:00 as 10:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA HELENA,,SANTA HELENA,"SANTA HELENA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132893,2019-028369729-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,16/06/2019,DOMINGO,07:49:57,De 07:00 as 07:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /,CIRCO / PARQUE DE DIVERSOES,RUA,HUMAITA,HUMAITA,HUMAITA,"HUMAITA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132904,2019-028388230-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,16/06/2019,DOMINGO,04:00:00,De 04:00 as 04:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTO ANTONIO,,SANTO ANTONIO,"SANTO ANTONIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132909,2019-028396054-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,16/06/2019,DOMINGO,13:54:24,De 13:00 as 13:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTO ANTONIO,,SANTO ANTONIO,"SANTO ANTONIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132945,2019-028505040-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,17/06/2019,SEGUNDA-FEIRA,07:41:29,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MINI DISTRITO INDUSTRIAL,,MINI DISTRITO INDUSTRIAL,"MINI DISTRITO INDUSTRIAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132981,2019-028569041-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,17/06/2019,SEGUNDA-FEIRA,14:07:41,De 14:00 as 14:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
132983,2019-028571852-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,17/06/2019,SEGUNDA-FEIRA,11:40:00,De 11:00 as 11:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRANBERY,,GRANBERY,"GRANBERY, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133053,2019-028766432-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,18/06/2019,TERÇA-FEIRA,13:24:23,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,TEIXEIRAS,,TEIXEIRAS,"TEIXEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133160,2019-029117257-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,20/06/2019,QUINTA-FEIRA,06:46:21,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,CONHECIMENTO TECNICO ESPECIFICO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JARDIM DE ALA,,JARDIM DE ALA,"JARDIM DE ALA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133185,2019-029161818-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,19/06/2019,QUARTA-FEIRA,22:00:00,De 22:00 as 22:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PROGRESSO,,PROGRESSO,"PROGRESSO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133193,2019-029214955-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,20/06/2019,QUINTA-FEIRA,18:51:14,De 18:00 as 18:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRANBERY,,GRANBERY,"GRANBERY, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133269,2019-029470861-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,22/06/2019,SÁBADO,08:37:03,De 08:00 as 08:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,FABRICA,,FABRICA,"FABRICA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133270,2019-029470887-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,22/06/2019,SÁBADO,06:45:21,De 06:00 as 06:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,VALADARES,VALADARES,VALADARES,"VALADARES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133276,2019-029489030-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,22/06/2019,SÁBADO,12:04:35,De 12:00 as 12:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,IPIRANGA,,IPIRANGA,"IPIRANGA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133328,2019-029623438-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,23/06/2019,DOMINGO,08:40:55,De 08:00 as 08:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,POCO RICO,,POCO RICO,"POCO RICO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133405,2019-029831387-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,24/06/2019,SEGUNDA-FEIRA,14:28:25,De 14:00 as 14:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MONTE CASTELO,,MONTE CASTELO,"MONTE CASTELO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133482,2019-030037122-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,24/06/2019,SEGUNDA-FEIRA,11:00:00,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MARIANO PROCOPIO,,MARIANO PROCOPIO,"MARIANO PROCOPIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133518,2019-030138976-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,25/06/2019,TERÇA-FEIRA,22:28:10,De 22:00 as 22:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,INVÁLIDO,,DESCONHECIDO,"DESCONHECIDO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133523,2019-030146524-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,25/06/2019,TERÇA-FEIRA,23:23:23,De 23:00 as 23:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA APARECIDA,,NOSSA SENHORA APARECIDA,"NOSSA SENHORA APARECIDA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133525,2019-030155030-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,25/06/2019,TERÇA-FEIRA,07:30:00,De 07:00 as 07:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MARUMBI,,MARUMBI,"MARUMBI, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133588,2019-030353269-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,26/06/2019,QUARTA-FEIRA,23:03:50,De 23:00 as 23:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,ABUSO DE CONFIANCA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,DISTRITO INDUSTRIAL,,DISTRITO INDUSTRIAL,"DISTRITO INDUSTRIAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133606,2019-030430091-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,27/06/2019,QUINTA-FEIRA,11:25:10,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PAINEIRAS,,PAINEIRAS,"PAINEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133669,2019-030627376-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,28/06/2019,SEXTA-FEIRA,10:42:20,De 10:00 as 10:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PAINEIRAS,,PAINEIRAS,"PAINEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133685,2019-030646450-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,28/06/2019,SEXTA-FEIRA,12:22:21,De 12:00 as 12:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PAINEIRAS,,PAINEIRAS,"PAINEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133688,2019-030651230-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,28/06/2019,SEXTA-FEIRA,13:57:28,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRANBERY,,GRANBERY,"GRANBERY, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133763,2019-030877100-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,29/06/2019,SÁBADO,13:22:16,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133809,2019-030980887-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,30/06/2019,DOMINGO,13:59:45,De 13:00 as 13:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,ESTRADA,TORREOES,,TORREOES,"TORREOES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133823,2019-031035750-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,30/06/2019,DOMINGO,20:14:40,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,ESTRADA,INVÁLIDO,,DESCONHECIDO,"DESCONHECIDO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133824,2019-031043051-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,30/06/2019,DOMINGO,20:47:59,De 20:00 as 20:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MANOEL HONORIO,,MANOEL HONORIO,"MANOEL HONORIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133829,2019-031051374-001,1.0,FURTO CONSUMADO,2019.0,JUN,6.0,30/06/2019,DOMINGO,22:09:34,De 22:00 as 22:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VALE DOS BANDEIRANTES,,VALE DOS BANDEIRANTES,"VALE DOS BANDEIRANTES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133842,2019-031096325-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,01/07/2019,SEGUNDA-FEIRA,07:00:00,De 07:00 as 07:59,De 06:00 as 11:59,CAMINHONETE,Veículos,FURTADO,VANTAGEM ECONOMICA,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,ESTABELECIMENTO COMERCIAL / SERVICOS,OFICINA ELETRICA / LANTERNAGEM / MECANICA,AVENIDA,LADEIRA,LADEIRA,LADEIRA,"LADEIRA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133924,2019-031334125-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,02/07/2019,TERÇA-FEIRA,09:16:23,De 09:00 as 09:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,CONHECIMENTO TECNICO ESPECIFICO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRANBERY,,GRANBERY,"GRANBERY, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
133936,2019-031353541-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,02/07/2019,TERÇA-FEIRA,11:52:19,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,ALTO DOS PASSOS,,ALTO DOS PASSOS,"ALTO DOS PASSOS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134002,2019-031539958-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,03/07/2019,QUARTA-FEIRA,12:05:20,De 12:00 as 12:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,EMBARCACAO AEREA / AQUATICA / TERRESTRE,AUTOMOVEL,RUA,PARQUE DAS AGUAS,PARQUE DAS AGUAS,PARQUE DAS AGUAS,"PARQUE DAS AGUAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134187,2019-032122021-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,06/07/2019,SÁBADO,14:44:55,De 14:00 as 14:59,De 12:00 as 17:59,CAMINHAO,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134193,2019-032131574-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,06/07/2019,SÁBADO,15:49:16,De 15:00 as 15:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,CONDOMINIO,EDIFICIO RESIDENCIAL,RUA,VILA BRANCA,,VILA BRANCA,"VILA BRANCA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134228,2019-032230431-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,07/07/2019,DOMINGO,08:09:48,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,INDUSTRIAL,,INDUSTRIAL,"INDUSTRIAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134240,2019-032278232-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,07/07/2019,DOMINGO,17:03:15,De 17:00 as 17:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,RESIDENCIA UNIFAMILIAR URBANA,CASA,RUA,VALE DOS BANDEIRANTES,VALE DOS BANDEIRANTES,VALE DOS BANDEIRANTES,"VALE DOS BANDEIRANTES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134260,2019-032362734-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,08/07/2019,SEGUNDA-FEIRA,08:35:15,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134269,2019-032369736-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,08/07/2019,SEGUNDA-FEIRA,09:19:58,De 09:00 as 09:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134316,2019-032484154-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,08/07/2019,SEGUNDA-FEIRA,18:31:09,De 18:00 as 18:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,BOA VISTA,,BOA VISTA,"BOA VISTA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134324,2019-032512260-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,08/07/2019,SEGUNDA-FEIRA,21:18:17,De 21:00 as 21:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA CRUZ,,SANTA CRUZ,"SANTA CRUZ, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134390,2019-032733390-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,09/07/2019,TERÇA-FEIRA,22:17:10,De 22:00 as 22:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,EMBARCACAO AEREA / AQUATICA / TERRESTRE,MOTOCICLETA,RUA,PARQUE INDEPENDENCIA,,PARQUE INDEPENDENCIA,"PARQUE INDEPENDENCIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134562,2019-033207763-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,12/07/2019,SEXTA-FEIRA,14:54:49,De 14:00 as 14:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,FABRICA,,FABRICA,"FABRICA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134574,2019-033248415-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,12/07/2019,SEXTA-FEIRA,11:00:00,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BOA VISTA,,BOA VISTA,"BOA VISTA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
134606,2019-033338078-001,1.0,FURTO CONSUMADO,2019.0,JUL,7.0,13/07/2019,SÁBADO,08:17:00,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRANBERY,,GRANBERY,"GRANBERY, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
